name,wins,losses,draws,height_cm,weight_kg,SigStrike/Min,SigStrikeAcc%,SigStrikeAbs/Min,SigStrikeDef%,AvgTd/15Min,TdAcc%,TdDef5,AvgSub/15Min
Mark Schultz,1,1,0,175.26,90.72,0,0,0,0,0,0,0,0
Marloes Coenen,23,8,0,175.26,65.77,2.15,51,1.9,67,0.82,30,41,2.5
Martin Buschkamp,9,0,0,175.26,65.77,0,0,0,0,0,0,0,0
Marvin Eastman,18,15,1,175.26,83.91,2.21,35,3.92,42,1.38,33,81,0
Masanori Suda,22,11,3,175.26,83.01,1.8,50,1.2,63,0,0,60,0
Masutatsu Yano,2,4,1,175.26,89.81,0,0,0,0,0,0,0,0
Matt Frevola,11,4,1,175.26,70.31,3.71,42,3.57,59,2.59,40,42,0.9
Matt Hughes,45,9,0,175.26,77.11,2.14,53,1.36,53,2.95,50,35,1.2
Maurice Mitchell,11,2,0,175.26,65.77,3.8,55,3.54,60,0,0,100,0
Melsik Baghdasaryan,8,2,0,175.26,65.77,5.28,61,3.06,58,0,0,72,0
Melvin Guillard,32,18,2,175.26,70.31,2.96,40,1.85,66,1.3,63,61,0.2
Melvin Manhoef,30,14,1,175.26,83.91,3.52,48,2.64,51,0.33,25,78,0
Michael McDonald,17,4,0,175.26,61.23,2.69,42,2.76,57,1.09,66,52,1.4
Miguel Torres,44,9,0,175.26,61.23,3.98,43,1.86,74,0,0,17,1.6
Mike Aina,14,6,1,175.26,70.31,2.87,33,6.33,59,0,0,71,0
Mike Budnik,13,4,0,175.26,65.77,0.65,52,0.95,53,0,0,0,3.4
Mike Campbell,13,4,0,175.26,70.31,1.4,26,1.4,63,5.26,100,0,0
Mikhail Iloukhine,30,11,1,175.26,92.99,0.16,20,2.95,26,0,0,0,7
Mitch Whitesel,17,27,0,175.26,83.91,0,0,0,0,0,0,0,0
Mohammad Yahya,12,4,0,175.26,70.31,2.87,46,4.07,37,1,100,42,1
Muhammad Naimov,10,2,0,175.26,65.77,3.37,46,4.66,41,1.58,28,57,0
Naoki Inoue,11,1,0,175.26,56.7,3.67,35,3.37,60,0,0,60,2.5
Natan Levy,8,1,0,175.26,70.31,4.01,51,3.52,58,5.37,57,41,0.5
Nate Landwehr,17,5,0,175.26,65.77,6.14,46,5.58,55,1.07,41,86,1.1
Nate Mohr,9,7,0,175.26,70.31,3.79,41,2.5,74,0.45,50,71,0
Nick Aguirre,7,2,0,175.26,61.23,0.73,33,2.89,45,1.16,20,33,0.6
Nick Bustamante,5,3,0,175.26,77.11,0,0,0,0,0,0,0,0
Nick Ertl,8,6,0,175.26,70.31,1.34,69,1.59,41,1.88,50,0,0
Nick Sanzo,1,1,0,175.26,86.18,0,0,0,0,0,0,0,0
Nick Serra,7,3,0,175.26,77.11,0,0,1.73,43,1,10,0,2
Nikolas Motta,13,5,0,175.26,70.31,2.65,30,4.61,52,0,0,82,0
Noad Lahat,11,2,0,175.26,65.77,2.79,46,1.47,63,2.37,26,16,2.4
Noah Thomas,14,7,0,175.26,61.23,0.44,13,4.99,33,0,0,0,1.3
Olivier Aubin-Mercier,11,5,0,175.26,70.31,2.48,51,2.97,55,2.36,33,70,0.5
Pat Benson,3,5,3,175.26,70.31,0,0,0,0,0,0,0,0
Pat Curran,22,7,0,175.26,65.77,4.7,58,4.4,63,2.5,62,66,0
Patrick Kaase,1,2,0,175.26,83.91,4.4,67,0.53,50,0,0,50,0
Paul Bradley,23,8,0,175.26,77.11,2.26,32,4.13,56,1.12,16,100,0
Paul Daley,39,15,2,175.26,77.11,3.14,47,2.37,60,0.91,40,64,0
Paul Jones,11,1,1,175.26,90.26,0,0,0,0,0,0,0,0
Paul Kelly,14,5,0,175.26,70.31,3.22,37,2.61,59,1.34,60,30,1.5
Pete Rodriguez,5,1,0,175.26,70.31,10.37,46,11.69,44,0,0,100,0
Pete Spratt,25,23,0,175.26,77.11,1.63,48,1.33,55,0.3,100,46,0.3
Peter Danesoe,6,3,0,175.26,56.7,4.98,54,7.02,37,0,0,62,0
Phil Baroni,15,18,0,175.26,77.11,2.77,45,3.93,40,1.46,47,60,0.5
Phillipe Nover,11,8,1,175.26,65.77,1.79,35,2.48,56,0.99,28,44,0.7
Piotr Hallmann,18,6,0,175.26,70.31,3.98,45,3.17,58,2.55,44,70,0.4
Poppies Martinez,29,11,0,175.26,65.77,2.88,50,2.16,51,1.54,33,50,9.2
Rafael Dias,17,12,2,175.26,65.77,1.13,27,2.19,60,3.17,47,100,1.2
Ralph Gracie,6,1,0,175.26,83.01,0.86,37,1.72,31,0,0,25,4
Ramiro Hernandez,19,9,0,175.26,61.23,2.72,28,5.51,64,0,0,0,0
Randy Costa,6,4,0,175.26,61.23,6.53,46,7.58,58,0,0,50,0
Rashid Magomedov,20,2,0,175.26,70.31,4.4,49,3.05,54,0.67,57,89,0.2
Raul Rosas Jr.,8,1,0,175.26,61.23,1.28,44,1.52,46,3.57,33,0,1.8
Reynaldo Trujillo,21,19,0,175.26,70.31,0,0,0,0,0,0,0,0
Ricardo Ramos,16,5,0,175.26,65.77,3.21,37,3.78,57,2.79,59,72,0.7
Rich Clementi,45,23,1,175.26,70.31,1.43,37,2.29,60,1.72,42,25,1.1
Richie Smullen,3,1,1,175.26,70.31,1.98,77,2.26,65,8.49,66,0,0
Rick Davis,3,1,1,175.26,70.31,3.09,50,6.19,64,0,0,0,0
Rick Story,19,9,0,175.26,77.11,3.8,41,2.17,62,2.53,48,63,0.9
Ricky Calatayud,16,2,0,175.26,56.7,0,0,0,0,0,0,0,0
Ricky Steele,6,0,0,175.26,61.23,4.07,70,2.93,50,0,0,91,0
Ricky Turcios,13,3,0,175.26,61.23,5.08,37,3.7,55,1,25,45,0.2
Rob Emerson,18,12,0,175.26,70.31,2.5,30,2.83,64,2.02,52,65,0.4
Rob McCullough,19,8,0,175.26,70.31,2.47,36,2.84,59,0.46,100,68,0
Robbie Ring,6,1,0,175.26,65.77,5.11,38,9.15,38,4.04,33,0,0
Robert Densley,9,10,0,175.26,70.31,1.81,47,0.4,60,0,0,50,0
Robert Whiteford,14,4,0,175.26,65.77,2.33,46,1.99,62,1.9,30,45,0
Rocky Lee,3,2,0,175.26,65.77,2.47,51,5.33,44,1,10,33,0
Rodney Wallace,26,15,1,175.26,92.99,1.13,46,3.44,45,6,54,28,1
Roger Bowling,12,6,0,175.26,70.31,3.9,47,3.86,51,3.09,43,27,0.9
Roger Huerta,23,9,1,175.26,70.31,3.64,36,2.33,56,2.13,46,52,0.5
Roland Delorme,9,5,0,175.26,61.23,2.28,44,4.32,40,2.51,34,42,1.6
Roland Payne,0,1,0,175.26,92.99,0,0,0,0,0,0,0,0
Ron Faircloth,33,20,0,175.26,92.99,0.39,40,8.9,42,0,0,0,0
Rongzhu,24,5,0,175.26,70.31,5.6,50,6.36,45,2.56,62,87,0
Rony Sefo,0,2,0,175.26,102.06,0,0,0.43,0,0,0,0,0
Ross Ebanez,20,10,0,175.26,69.85,0.74,50,0.74,62,3.7,100,0,0
Russell Patrick,6,4,0,175.26,65.77,0,0,0,0,0,0,0,0
Ryan Gracie,5,2,0,175.26,90.72,0.82,61,0.5,40,2.83,75,25,0.9
Ryan Stonitsch,8,1,0,175.26,77.11,2.53,36,2.53,71,0,0,0,0
Ryo Chonan,22,13,0,175.26,77.11,2.57,43,2.25,60,0.61,41,39,0.3
Salvador Becerra,5,2,0,175.26,70.31,4.57,31,3.83,58,0,0,66,0
Sam Stout,20,12,1,175.26,70.31,4.17,28,4.08,57,0.63,38,77,0.1
Sanae Kikuta,31,9,3,175.26,90.72,0.7,45,0.9,52,1.6,63,25,1.8
SangWon Kim,10,6,1,175.26,65.77,3.18,57,3.73,58,0.69,25,72,0
Scott Holtzman,14,6,0,175.26,70.31,4.32,47,3.66,55,1.88,56,67,0.2
Sean Soriano,14,8,0,175.26,65.77,3.18,61,2.14,56,1.33,55,52,0
Sergey Ignatov,0,1,0,175.26,95.25,0.35,50,3.25,42,0,0,0,0
Shamar Bailey,16,11,0,175.26,70.31,1.56,20,3.91,69,1.5,33,37,0
Shane Nelson,16,7,0,175.26,70.31,1.38,31,2.84,61,1.31,18,54,1.6
Shannon Ritch,56,83,0,175.26,86.18,1,100,6,50,0,0,0,0
Sho Patrick Usami,4,1,0,175.26,70.31,0,0,0,0,0,0,0,0
Sodiq Yusuff,13,3,0,175.26,65.77,5.72,49,4.33,54,0.28,20,62,0.4
Solomon Renfro,8,2,0,175.26,77.11,5.2,44,3.53,61,2,50,100,0
Stephen Bass,11,2,0,175.26,65.77,4.87,52,5.87,55,0,0,0,0
Stephen Ledbetter,8,3,0,175.26,65.77,1.2,38,1.6,57,5,45,100,0
Tae Hyun Bang,18,10,0,175.26,70.31,2.72,38,2.07,66,0.49,33,57,0.5
Tatsuya Iwasaki,0,1,0,175.26,92.99,0.79,100,8.68,38,0,0,0,0
Tereza Bleda,7,1,0,175.26,56.7,3.02,53,1.86,46,1.81,27,83,0.7
Thanh Le,6,1,0,175.26,65.77,1.97,40,1.82,70,0,0,100,0
Thiago Alves,23,15,0,175.26,77.11,3.73,41,3.42,62,0.71,60,63,0.3
Thiago Moises,17,7,0,175.26,70.31,2.47,39,4.4,54,1.53,40,56,1.3
Thomas Longacre,6,1,0,175.26,65.77,0,0,0,0,0,0,0,0
Tiago dos Santos e Silva,20,7,2,175.26,65.77,3.69,35,4.23,59,0.63,11,33,0.3
Timothy Cuamba,7,1,0,175.26,65.77,2.87,34,4.47,53,0,0,83,0
TJ Brown,17,11,0,175.26,65.77,3.37,44,2.89,49,3.41,57,36,1.3
Todd Moore,16,7,0,175.26,77.11,1.83,26,2.3,57,0.78,14,54,0
Tom Niinimaki,22,8,1,175.26,65.77,1.91,54,2.31,58,2.97,46,33,0.5
Tommy Hayden,11,3,0,175.26,65.77,1.48,27,2.05,55,3.42,33,66,0
Tony Kelley,8,3,0,175.26,61.23,5.55,47,4.85,45,0,0,52,1.4
Trevor Peek,9,1,0,175.26,70.31,5.09,56,4.37,44,1.76,50,51,0
Troy Mandaloniz,3,2,0,175.26,77.11,3.52,56,4.71,63,3.1,66,57,0
Tyron Woodley,19,7,1,175.26,77.11,2.36,48,2.76,54,1.06,40,87,0.4
Tyrone Roberts,43,12,1,175.26,83.91,0,0,0,0,0,0,0,0
Valeri Ignatov,1,2,0,175.26,77.11,0,0,0,0,0,0,0,0
Vince Morales,11,7,0,175.26,61.23,4.17,37,4.24,53,0.14,25,64,0
Vinicius Oliveira,19,3,0,175.26,61.23,9.56,49,2.31,61,0,0,100,0
Wang Guan,20,1,1,175.26,65.77,4.73,43,3.27,60,0,0,0,0
Wataru Sakata,11,14,0,175.26,88.45,1.11,61,2.08,31,0,0,0,0
Will Campuzano,14,6,0,175.26,56.7,2.43,31,3.82,57,0.88,45,48,0.2
Willie Peeters,9,10,1,175.26,99.79,0,0,0,0,0,0,0,0
Wulijiburen,20,9,0,175.26,61.23,1.61,42,3.02,56,3.28,42,77,0.4
Wuziazibieke Jiahefu,29,12,1,175.26,65.77,0.41,50,2.84,41,6.08,50,0,0
Yanal Ashmouz,7,1,0,175.26,70.31,3.08,42,5.35,59,0.92,50,50,0
Yanis Ghemmouri,12,2,0,175.26,65.77,2.27,38,4.22,40,0,0,0,0
Yaotzin Meza,21,11,0,175.26,65.77,1.43,41,1.62,64,1.06,20,18,1.4
Yasuhito Namekawa,25,16,4,175.26,92.99,0.14,50,3.65,38,2.11,25,0,4.2
Yazan Hajeh,6,1,0,175.26,65.77,1.54,25,17.44,44,0,0,100,0
Yibugele,21,12,1,175.26,65.77,2.47,39,3.53,62,0,0,76,0
Yosuke Nishijima,0,5,0,175.26,92.99,1.72,37,5.59,56,0,0,0,0
Young Hwang,8,5,0,175.26,61.23,0,0,0,0,0,0,0,0
Yui Chul Nam,18,8,1,175.26,65.77,3.53,51,2,48,1.33,16,57,0.3
Yukio Sakaguchi,6,7,0,175.26,83.91,0.3,25,2.4,50,4.5,100,0,9
Yves Edwards,42,22,1,175.26,70.31,2.91,42,2.34,66,0.76,53,69,0.7
Aaron Wilkinson,11,7,0,177.8,70.31,0,0,0,100,7.32,100,0,0
Abdul Razak Alhassan,12,6,0,177.8,83.91,3.37,48,3.99,55,0.89,38,50,0.2
Abram Torres,4,3,0,177.8,77.11,0,0,0,0,0,0,0,0
Achilles Estremadura,7,1,0,177.8,70.31,3.2,43,3.27,70,0,0,0,0
Adam Lynn,17,10,0,177.8,70.31,1.47,63,6.95,10,0,0,50,0
Adrian Diaz,11,4,1,177.8,65.77,0.48,42,3.84,51,2.4,50,0,0
Adriano Martins,28,9,0,177.8,70.31,1.8,38,2.14,65,0.83,80,81,0.4
AJ Cunningham,10,3,0,177.8,65.77,7.58,24,11.32,54,0,0,0,0
AJ Fletcher,10,3,0,177.8,77.11,3.36,49,4.61,46,1.54,35,33,0.9
AJ McKee,8,0,0,177.8,65.77,2.75,32,0.92,80,11.01,100,100,11
Aji Susilo,6,4,0,177.8,70.31,0,0,0,0,0,0,0,0
Akbarh Arreola,23,11,1,177.8,70.31,2.32,45,4.01,56,1.07,100,33,0.4
Al Iaquinta,14,7,1,177.8,70.31,4.06,40,4.53,61,0.63,18,74,0.2
Alan Omer,20,5,0,177.8,65.77,3.49,55,2.21,64,1.69,42,66,0
Alejandro Flores,17,3,0,177.8,65.77,3.66,40,2.02,54,0,0,0,0
Alen Amedovski,8,4,0,177.8,83.91,0.99,30,3.85,46,0,0,0,0
Alex Caceres,21,14,0,177.8,65.77,4.16,50,2.93,63,0.56,68,64,0.7
Alex Enlund,14,2,0,177.8,65.77,0,0,0,0,0,0,0,0
Alex Higley,4,3,0,177.8,65.77,0.29,100,1.74,60,0,0,0,0
Alex Torres,5,4,0,177.8,65.77,2.47,37,2.73,69,2,22,50,0
Alexander Morgan,11,5,0,177.8,65.77,3.71,44,2.78,47,0,0,0,0
Alonzo Martinez,42,20,1,177.8,70.31,3.07,27,7.33,52,0,0,0,0
Amir Sadollah,6,5,0,177.8,77.11,4.71,46,3.55,60,0.57,27,60,0.3
Anatoly Tokov,25,2,0,177.8,83.91,3.51,72,0.54,66,2.03,100,100,0
Ange Loosa,10,3,0,177.8,77.11,6.32,46,6.88,51,2.25,45,100,0.2
Anthony Pettis,24,10,0,177.8,70.31,3.05,47,3.44,54,0.61,50,60,1.1
Antonio Dos Santos,6,4,0,177.8,83.91,5.4,51,3.94,43,0,0,100,0
Artem Frolov,11,0,0,177.8,83.91,0,0,0,0,0,0,0,0
Asbel Cancio,0,1,0,177.8,102.06,0,0,0,0,0,0,0,0
Assuerio Silva,16,8,0,177.8,109.32,1.42,46,4.2,54,2.66,34,25,1.8
Austin Hubbard,16,7,0,177.8,70.31,3.83,46,3.37,56,1.55,52,63,0
Austin Lingo,9,3,0,177.8,65.77,3.86,37,4.86,57,0.43,66,75,0
Azamat Murzakanov,13,0,0,177.8,92.99,4.57,57,3.12,57,0.75,16,83,0
Ben Wall,8,7,1,177.8,70.31,1.47,29,8.53,29,0,0,100,0
Beneil Dariush,22,6,1,177.8,70.31,3.78,48,2.65,57,1.9,34,80,0.9
Benito Lopez,10,2,0,177.8,61.23,4.39,45,5.18,56,0,0,73,0.3
Benji Radach,21,7,0,177.8,83.91,2.62,49,2.31,51,1.06,41,71,0.4
Billy Goff,9,2,0,177.8,77.11,10.22,46,4.3,64,4.04,40,100,0
Billy Miles,2,2,0,177.8,77.11,0,0,1.25,33,0,0,0,0
Billy Quarantillo,18,5,0,177.8,65.77,7.71,57,5.61,43,1.31,23,63,1.2
Bobby Green,31,15,1,177.8,70.31,6.14,52,3.74,62,1.2,37,74,0.3
Bobby Moffett,13,5,0,177.8,65.77,3.41,39,3.15,61,2.74,66,66,1.4
Bolaji Oki,8,1,0,177.8,70.31,11.57,53,4.34,62,0,0,0,0
Brad Blackburn,18,13,1,177.8,77.11,4.55,35,3.59,65,0.93,50,76,0.7
Brandon Davis,14,10,0,177.8,61.23,4.68,35,4.62,58,0.74,42,57,0.1
Brandon Saling,8,6,0,177.8,77.11,2.88,40,6.08,20,0,0,57,0
Brendan Loughnane,17,3,0,177.8,65.77,6.23,63,6.7,53,1.5,30,92,0
Brennan Ward,14,5,0,177.8,77.11,7.2,60,2.76,52,0,0,100,3.6
Brent Primus,8,0,0,177.8,70.31,1.73,39,2.27,59,5,38,0,2
Brunno Ferreira,10,1,0,177.8,83.91,5.79,53,5.22,47,0,0,50,0
Bruno Souza,10,3,0,177.8,65.77,3.73,39,5.3,45,0.5,16,60,0
Bryce Mitchell,16,2,0,177.8,65.77,2.34,58,1.64,58,3.51,41,33,1.6
Bubba Pugh,3,3,0,177.8,83.91,2.87,67,2.6,23,4,57,80,0
Caio Borralho,15,1,0,177.8,83.91,2.73,58,1.98,60,2.16,63,57,0.5
Carlos Eduardo Rocha,9,4,0,177.8,77.11,1.24,34,1.85,55,0,0,52,1.4
Carlton Minus,10,3,0,177.8,77.11,3.5,40,4.97,50,0,0,58,0
Cedric Doumbe,2,0,0,177.8,77.11,0,0,0,0,0,0,0,0
Cesar Gracie,0,1,0,177.8,82.1,0,0,17.14,50,0,0,0,0
Chad Laprise,13,4,0,177.8,77.11,4.78,42,3.59,65,1.05,54,78,0
Chad W. Saunders,7,2,0,177.8,77.11,0,0,0,0,0,0,0,0
Chandler Cole,10,4,0,177.8,119.75,2.45,60,3.59,26,0,0,0,0
Charles Byrd,10,7,0,177.8,83.91,3.43,55,2.63,55,2.5,50,40,1.5
Charles McCarthy,10,5,0,177.8,83.91,0.18,12,4.03,56,2.67,60,0,2.7
Charles Oliveira,34,9,0,177.8,70.31,3.54,53,3.19,51,2.32,40,55,2.7
Charlie Brenneman,19,8,0,177.8,70.31,1.52,56,1.55,46,4.23,42,72,0
Chase Gibson,9,5,0,177.8,70.31,3.13,54,6.4,52,0,0,0,0
Chris Avila,5,4,0,177.8,65.77,2.37,30,4.17,48,0,0,46,0
Chris Clements,12,6,0,177.8,77.11,3.2,49,2.37,44,0,0,32,0.3
Chris Curtis,30,10,0,177.8,83.91,5.36,50,6.3,54,0,0,92,0
Chris Dempsey,11,5,0,177.8,83.91,2.25,32,2.82,65,2.64,23,16,0
Chris Duncan,11,1,0,177.8,70.31,5.08,46,3.74,49,3.63,39,100,0
Chris Herrera,3,2,1,177.8,83.91,2.04,37,3.35,48,1.8,100,100,0
Chris Honeycutt,9,1,0,177.8,77.11,2.99,44,1.41,66,3.4,45,75,0
Chris Indich,6,4,0,177.8,77.11,1.31,30,4.32,43,0.75,50,50,1.5
Chris Wade,12,3,0,177.8,70.31,1.7,53,1.75,51,2.6,51,55,1.1
Christopher Lopez,9,1,0,177.8,77.11,0,0,0,0,0,0,0,0
Christos Giagos,20,11,0,177.8,70.31,2.98,42,2.95,51,2.93,37,52,0.4
Claudio Puelles,13,3,0,177.8,70.31,1.82,49,2.93,47,2.41,30,60,1.4
Cody Carrillo,11,16,0,177.8,70.31,0,0,0,0,0,0,0,0
Cody Gibson,20,9,0,177.8,61.23,4.75,45,4.73,55,1.35,35,64,0.3
Cody Pfister,13,6,1,177.8,70.31,1.41,25,2.8,51,2.82,30,0,0
Conor Heun,9,5,0,177.8,70.31,2.92,36,3.66,54,2.45,31,33,0.3
Courtney Buck,12,11,0,177.8,61.23,1.49,28,3.24,54,0,0,33,0
Dakota Bush,8,4,0,177.8,70.31,2.77,38,4.42,41,2.4,33,0,0
Dale Hartt,6,3,0,177.8,70.31,1.14,35,1.55,66,1.22,100,25,2.5
Damien Brown,17,12,0,177.8,70.31,3.66,38,4.86,50,0.68,27,53,0.7
Damir Ismagulov,24,3,0,177.8,70.31,3.36,42,2.44,61,1,28,70,0
Da'Mon Blackshear,14,6,1,177.8,61.23,4.28,47,4.09,48,2.34,37,66,0.8
Dan Lauzon,17,6,0,177.8,70.31,1.34,25,4.09,61,1.63,33,80,2.7
